map, -0.00633062189445, 1.9679517746
map, -1.81574440002, 3.43569350243
map, 1.62316048145, 3.52185916901
map, 5.67319488525, 3.5475935936
map, 9.88373947144, 3.6065056324
map, 13.3562173843, 3.46778273582
map, 13.1447658539, 6.39276027679
map, 9.92984104156, 6.4688038826
map, 5.49388694763, 6.47277545929
map, 1.70038294792, 6.54514360428
map, -1.99607563019, 6.52165603638
map, -2.07915973663, 9.47960758209
map, 1.61750495434, 9.47093677521
map, 5.47406721115, 9.59191513062
map, 9.78083515167, 9.68359470367
map, 13.0921916962, 9.60816383362
map, 13.0414552689, 12.5341615677
map, 9.85928440094, 12.5139417648
map, 5.51996326447, 12.486369133
map, 1.56676769257, 12.3969364166
map, -2.00214004517, 12.5350465775
map, 5.64418077469, 8.11375617981
